,text
4744,@TwCharts Thanks folks! 
4745,@geekaren thanks! I think so too. Her name is Sophie and she loves to cuddle 
4746,pls don't let me feel buyer's remorse right now 
4747,@mary_boonyindee  I wish your pic would load 
4748,@dankoek Break a leg!! I really hope you get the role! 
4749,Thankkkk you youtube 
4750,@Janedebond damn inquisitios  I think this calls for a cookie!
4751,@dazlumsdon ive nvr tried it b4 2day but tbh i rather hve natural followers im going through it now &amp; unfollowing the ppl i jst added. 
4752,Oh Nooo! America lost the game 1-3 I so wanted *My* Beasley to win 
4753,just got back from audrey's sleep over!! 
4754,@wakehurst2 I just forked out the full whack... Didn't see any discount options  where was that??
4755,this night did not work out like I wanted it to. bummer 
4756,I'm on my way back to my car/mechanic &amp; if this doesn't go as hoped... I'll be paying for a new computer chip.  Fingers crossed. #fb
4757,@joankw can't from my phone  just trust you when you say so HUGS!
4758,"@tamsinthompson Also, come out and play some time damn youuu! "
4759,@Jubilance1922 magnificent monday to you! 
4760,I dont feel too well 
4761,That test made me cry. Outlook not so good for the remainder of this class. 
4762,"@karinkat  sorry, he was being ADAMant about bowling tonight. What are you and @seriph doing tomorrow?"
4763,is watching dance! 
4764,Ur welcome hun bun @Mzishi where are ur twit pics? I wanna see 
4765,@hendricius don't you love it  Nobody can return my 4 years I lost on PCs 
4766,i'm doing nothing. 
4767,I dont wanna look terrible for my brother's wedding! ... Or prom. 
4768,@ctham good night... And good morning... 
4769,"@yorkshirenick38 hiya - yes it is rather warm even at this time of the day, fan is whirring already lol - i am fine thanks! "
4770,@DianeNeal I hope you come back home to Twitterville soon.  I'd like to say Hi. 
4771,ER is making me cry. 
4772,wants cookie dough 
4773,Happy Mothers Day! . I am going to a mother's day bbq! 
4774,@janabelle_xo hahaha. well i think he is  i love his hair. ill have it one day &lt;3
4775,DAMMIT! Just got RickRolled.... 
4776,Only my dog would fall on her face while playing...and get road rash from the dirt ground.  Molly haz a welt and cut above her right eye.
4777,"@supermini63 Thanks, Lisa. Everyone is home...all sleeping  So much 4 breakfast in bed. I hope u have a great Mother's day  "
4778,Cinnimon raisin bread for breaky  yum yum yum. Weirdest dream last night... Didn't like itt.
4779,waiting for baby asia to arrive am 4 days overdue 
4780,Im done with the infusion of doom. Now to home and catch up on some much needed sleep. 
4781,hoooome! - back from school. tiring yet fun day!  http://tumblr.com/xpp1uc512
4782,early at work today.. hohuummm. still feeling a bit sleepy 
4783,"@contractorslim Hey slim, your girl hasn't returned my two phone calls "
4784,wanna greet your Dad and all the Dads out there a happy father's day! and of course my dad 2. i mizzz u much pa.. wish i can hug him.. 
4785,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him 
4786,@yohannamusic Hi Yohanna! Congratulations for the 2nd place on Eurovision! I voted for you.  Have a nice day! xx Susana (from Portugal)
4787,sipping on green tea 
4788,@tapbots thanks for letting me know. Sorry about that 
4789,"Me encanta la mÃºsica de Utherworlds, Dream Realm "
4790,@artonfire SERIOUSLY??? oh my god i remember when spongebob premiered on snick. we are so old 
4791,Haha! I love Sasha baron Cohen's outfit 
4792,@PeterBlackQUT RECIPROCATE. Nobody has MMS'd me back 
4793,i wanna be in hawaii with cat 
4794,@MzLadi_B  I'm starve n too. Go n out for dinner.
4795,@downtorio That is so unbelievably sad 
4796,is off to help some kids have some fun  everybody counts or nobody counts!
4797,"what did I do to deserve thiss, being stuck under a dryer that smells like pee in a hair salon?!? All I wanted was a new style! "
4798,"I hate when the dogs bark at something when nothing happened, it's scary  time to try to sleep."
4799,On an operations conference call with the great peeps @campusadvantage team. Y'all make Mondays a bit easier to handle. 
4800,TGIF!!! I get to hang out with my boys yeeeee 
4801,feeling a bit lonely 
4802,"@francis_lam Um, I meant non-stick skillet.... never caught it on the crack editing job I did.  "
4803,@halafawzi can u post the link again?not working  thanks! 
4804,Hello everyone ^^ very bad night for me  i hope/cross my fingers for ryanair:i say nothing more i'm superstitious XDD
4805,Sickkk again..   Hold me .
4806,Workinnnn. 5-11. ugh. oh well. its money and i may be going adventuring laterrrrr 
4807,i wish!!! tomrw will be a &quot;back to normal Sunday&quot; 
4808,@digmo But still no Panasonic .rw2 support 
4809,http://twitpic.com/552o4 - Puzzle done  it was a hard one (that's what he said)
4810,@kimmyawesome Ohhhh that sucks  I love the summer set.
4811,@triveraguy Had to reinstall everything. Most didnt work anyway needed 64bit version. 
4812,@rustybrick first uk swine flu death last night 
4813,Transferring photos as we speak. Prepare for A LOt of photos to be uploaded 
4814,Gorgeous day today. Can't wait for the outdoor pool to open. I'm tired after 15mins of laps... Pretty sad 
4815,"@SarahStelmok okay, come on over, I'll make the margaritas! "
4816,I want to play Kicker !!!! 
4817,"just imported another @coldplay album,mainstream but still cool  #muxicmonday"
4818,@EastEnder this is clearly rigged. And you complain about that other competition?!?! This is how it starts  pure Green bias 
4819,Hmpf. Me cant 
4820,Too many types&amp;wrong typos. Oh what a drunkiiie! Happpyy  night boos!  http://twitpic.com/4h0cp
4821,@kmueller62 That hurts that you don't want me to visit porchpalooza 
4822,I wish I had taken driver ed class earlier cuz now I really need a car n a LICENSE!!!! 
4823,it's so nice outside...I wanna be out on the lake 
4824,Just finish doing my report! haha.  People are really so amazing!  RN is the most amazing church to me!
4825,@LauraDunne yeh bu i need my mams credit card n she's runnin around like a mad cunt in work these days so prob wont hav time t send it ha 
4826,"@Audioptics Awwww, poor thing. "
4827,@MaryKateOlsen7 bedroom gear or outgoing gear ? 
4828, its my mothers bday today and I am not in NC with her to help wish her a happy bday! I am goNna be sad today ugh!!
4829,@jborget lol and what outfit would that be? 
4830,last drops of the thesis... God let it end today. 
4831,I don't want to go to school tomorrow...cuz thatbmeans today I have to do homework...  
4832,"Alright, hitting the sack. While I would have loved to be there tonight, I still prefer my bed to a tent    Until tomorrow..."
4833,yippeeeeee  - The winner is @grenadaexplorer http://is.gd/LW8k (via @promaptraveler)
4834,@heidismiles Make a picture when you throw the microwave out of the window! I wanna see that lol.  Open the window first. ;)
4835,Too warm and can't get to sleep 
4836,94% of all text messages are &quot;seen&quot; by subscribers....we can see where I am going with this 
4837,http://twitpic.com/4he17 - This VIN is going to the grave... 
4838,@jiggyjen00 excellent plan. Sorry I don't use this a lot because I still don't get it 
4839,@Zafieraa yeeaa  maybe on off? lets try haha
4840,no I didn't see it but Mark was very funny with MAMACITA 
4841,@harlemS the is because I know all the tricks  to make audio sound good
4842,@crackedknuckles im sorry i wouldnt have done it if it wouldve come to this 
4843,"To all the moms out there, I wish you all a very Happy Mother's Day! Today is a very special day. Enjoy it!  "
4844,"@monkeyclap lol i do, but its like even when i sleep loads, i stil get them! its weird and annoyin "
4845,@skyblues4eva Thanks  Hope you have a great day too! xoxo
4846,WOo got my License soooo excited 
4847,@RnKnBlonde09 that is sooo sad  ppl need to pay more attention.
4848,omg there really is a god @PaulaAbdul is staying on Yah im SO happy Yeah  i love you paula !
4849,"im quite suprised at some of the shit some peoplewill say and do -  poor boo, not texting back! "
4850,"Played last night epic drinking munchkin, ended up dead, but not in the game "
4851,@Dr_Jared good to hear 
4852,says i hate this. kailangan na mag-aral.  http://plurk.com/p/11m5hn
4853,"just got back home from dropping off the girl. night everyone, 420 ON MONDAY!!!!!! "
4854,@rhomany oh I love thunderstorms - but I can see that yours  it came rather inconvenient 
4855,My little man is getting stitches 
4856,@JekMacandili my dog 
4857,I need to control my compulsiveness. I'm stressed as hell.  Goodnight.
4858,@peaces92 of course 
4859,it is cold in the A too 
4860,@dawizonline you're welcome! 
4861,On my way to the airport! Saying goodbye to FL 
4862,Well okay maybe Il set up my background another day...Photoshops ...not being nice 
4863,Facebook username land grab: Yawn? Er ... no. Not me  http://is.gd/12mob
4864,@ash_smasher won't be there til tuesdayish 
4865,"@robwatts Hey Rob, your welcome, my pleaseure, looking forward to your posts "
4866,super bored literally. summer break is soo boring i mean i hve had worse but this is just plain terrible!  what is going on??!!
4867,Vimeo took down my video. 
4868,going to school   not what i wanna be doing
4869,@teamcoychev dont worry there will be lots of pics  love you too!
4870,catchinn' up  Quote of the day: &quot;i miss u but your friends hate me thats y i never talk to u anymore&quot;. Aw ily bud &lt;3
4871,[-O] wishes everyone a HAPPY MOTHER'S DAY!!!  http://tinyurl.com/r3tbtt
4872,awesome night and morning 
4873,utter annoyance with the freaking UCAS form thing that WILL NOT download cos it hates me 
4874,Mmm archers and lemonade 
4875,i woke up to laundry being thrown at me. 
4876,"OMG don't ya just love people who so wanna be you, and try and steal your identity.. sad little people "
4877,@icyhot82 go back to sleep 
4878,A night at home sounds gooood to me 
4879,reading...arggg 
4880,@Bipsters YYYYYYAAAAAAYYY!!!!!!!!! 2 MORE DDDDAAAAYYYSSSS!!!!!! i'm excited if u can't tell...and Happy Mother's Day everyone!!!! 
4881,Man... its soooooo hot already. ..oh and I totally have cramps.. 
4882,@nomysteryleft show orchid looks really really pretty but i know i wouldnt wear it very often  the only other nudeish lippie i have ismyth
4883,@gingerocks where in Texas are you moving to? I'm in east Texas and been looking for a ht (zipper on back window of st broke)  98 wrang
4884,"@codem hehe nope, just totally gorgeous ppl, scandal and mor gorgeous people  It's like my life, only without the scandal =P hehehehe"
4885,"oh noes, where did the comments go? I was enjoying that shit "
4886,"@teamqivana We're no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though.  "
4887,off to bed!  goodnight everybody! xo
4888,@spencerpratt what up sexy 
4889,"OH MY GODDDD. just lost the eBay bid to bowl with White Tie Affair, hit 160$ but was too slow, winner was $157, i would have won! FMLLLLL "
4890,just got home from vacation 
4891,"@nursekelsey i got REALLY excited for a second there!  unfortunately, i don't see it on their site.    bummer, doood."
4892,"Played a short session today, one stack up. Nine to go... "
4893,blubbered like a baby at GA season finale 
4894,hell yeah TGIF but im on-call 
4895,going to fred meyer soon to get a new chain for my cross cause the first one broke 
4896,"@creativve @xfascination Green Day on kotek.fm! yeah, finally! "
4897,@rokks jamey and I are in for today! We have a graduation party next Saturday 
4898,Time to buzz off from the computer. Aura time. [ http://is.gd/ROqb ] 
4899,I hate that Gail is like this 
4900,@IndywoodFILMS  every project is a learning experience  have you seen my work? Just wondering... simpletownUSA.com &amp; penndragonstudios.com
4901,@southcitystudio Wanna bet? 
4902,@OneLovelyLibra LOL well ...yea...you clearly blasted her...thats very apparent sunshine 
4903,@ChristinaDukes yeah. that was okay...then he got mad about something else &amp; i cried twice but it always turns out okay. it's all good! 
4904,Challenge is at Pape's. 7pm  No meal.   Ultimate after if not stupid hot. Check unlchallenge.com for directions.
4905,"keen as for tomorrow night   also, one of my spacers snapped in my mouth ahahah."
4906,@Agent_Ncis You are lucky!! Enjoy your swim and the marathon 
4907,@lilmisssunstar will do! Tell my mommy I said the same n I love her mucho mucho! 
4908,@Princess_Banana You never responded to my at reply. Why were you in the hospital? 
4909,well done for your race bro..you did awesome!!! 
4910,Mitchell Davis is one of the beautiful people. He's at the top of the list of beautiful people. 
4911,@mariancall buy it and bring it up here I would love a turtle! had one and had to give it away 
4912,@dvsoest Thx! There's also a hi-res vid: http://www.vimeo.com/4688728 
4913,@Sian744 actually my pic has gone  it was there earlier :-/
4914,Kimi busy with the interviews - no time for icecream yet!  #f1
4915,Zipcar for Business: Monday's car cost us $75 rather than forking out $175 for the day with regular membership. We heart zipcar 
4916,@melissunderhill WALKKKK ?!?!?! sounds good ! THANKS ! HOLY SHIT I HAVVVVE to go change nowwww !   
4917,Just got back home from @chelsey_taylor's house!  i love her with the most whole heart  &lt;3
4918,AKON AKON AKON is my fav person right now    so is helena and simone. and Miley cyrus  omg cant wait till transformers comes out. wi ...
4919,"@SSPoseidon pic, please!!! "
4920,Excited for my cookout/bonfire tonight 
4921,oh p.s. LUKE just told me he's coming cack to slc in a week or two and he's gonna live with me!  
4922,at school in I.C.T nd i dnt get the wrk we suppose 2 b doin 
4923,@kmagi I tried pulling that trick with Langara. Didn't work  They caught on to my scam...
4924,wheee! free wifi at the office!  good thing i brought my mac  http://plurk.com/p/xtr26
4925,Sad that I missed Lost.  time to sleep
4926,Somebody had too much fun at Bonnaroo...or is it foul play?  http://bit.ly/muhdT
4927,@CarolinaDiva09 yea it is suppose to have storms tomorrow 
4928,@imerinnn hey! im at the beach right now but on the 8th ill still be here so let me know what were gonna do about tickets! 
4929,The yucky booger-like spiders in this apartment are insane. I killed 3 in one day and there are two more I can reach. 
4930,@joemzmonks if you have a binnys card you earn points for wine and liquor purchases to get a discount on future stuff. Beer doesn't count 
4931,"Bathtime, wash hair, manicure, pedicure, moisturise, bed, chickflick. Sounds like a plan, one thing missing  I WANT MY MAN!!!"
4932,it's waaay too hot to nap. 
4933,@thetwinz  ahhh excellent choice! 
4934,"And to make it worse, Bama just got a GRAND SLAM. Takin it from 2-0, to 4-2  Not my sports nite..."
4935,I wanna go to new work and get in every cab till i get into the cash cab. 
4936,Going to lift weights and then do some swimming  Be back later...
4937,Gmorning  off to work. Happy mothers day 
4938,@panicitsleslie awww  i've never had it happened to me. which is nice. but i'm planning on wearing my jagk to every avenue. and i hope it
4939,Sittin by the crispayyy fiyaaaa with a beer keepin my tootsies warm!!   http://twitpic.com/6pu4e
4940,@mamacrow important person?  who? 
4941,wow its my 200th update. thats crazzzy 
4942,@SaiGiddy yea tat helps but i suck it out..  thanx u gin to tahona manana??
4943,@twistedheathen 
4944,stumped on what to tweet today? go ahead and give a happy birthday shout out to @katiebailey. 
4945,@lj2512 Hi Lj! Welcome to the wonderful world of Twitter. 
4946,Ok seriously? What's up wit the weather? I told yall bout global warmin but noo... No1 listens 2 Les! Its june n I'm rockin a jacket?!? 
4947,#inaperfectworld I would stay seventeen forever. 
4948,@KATaylor007 Hiya I saw ur new thread and replied to you hun 
4949,@CHCLATELAXATIVE Girl don't scare me like that I was about to call 911 !!! Put Ur face over some steam &amp; you will be ok hun! 
4950,i'm cheking you so hot so hot wonder if you lalalala.. 
4951,"@ladyw87 unfollow diddy because even as a preacher,Mase still didn't have fans "
4952,lol so reply to miss tiger...HELLL YEA im stalkin ya! lol no im kiddin..yep we found each other again! lol  ps....i LOST word battle! DAM!
4953,So much 4 trying to head off cold. 5 days post taking 1st Zyrtec it's full-blown head congest mode. Throat drier/scratchier than ever  #fb
4954,@anulaxmi lookin at clothes online. i need a completely new wardrobe. 
4955,@LizJonasHQ theres a new interview from atlantis if you wanna post it  http://bit.ly/rTSLn
4956,"@ballski Yeah right. You always are! LOL.  See you Monday, Beotch! &lt;3"
4957,"@PatBarone, thank you, Pat "
4958,watching Twilight instead of doing homework! 
4959,My neighbors grape vines are killing my poor roses  a jungle is officially taking over my backyard http://mypict.me/45NI
4960,@uppercase_lady The sale gave me moving money so yes it went well  Also U followed me first so thank you 
4961,@iBirdExplorer a Scrub Jay stole ALL 5 eggs from my little birdie to cache away somewhere else 
4962,"Y'all roasting in the stream? 'Cause if so, I'm out "
4963,@ashesturner  I kept my mouth shut.  I dont need another bad review. 
4964,@amatodesign how sweet! how's ben doing!? 
4965,Mmmmmmmmmmmmmmmmmmmmmmalteasers! Courtesy of MQB. 
4966,"Hmm, meeting at 13h00. Ugh! Needs presentations. "
4967,will go out.  papapic lng.. (lol)(bye) http://plurk.com/p/11aen1
4968,"@simplecake @LizeeH It's true, it is just Michael. I'm actually a man  but shhh! I don't want anyone to know..."
4969,@souljaboytellem im wiff ya cum pick meh up....lol 
4970,"went canoeing yesterday and did it in less time than they said we'd be able to, it was awesome! But, i lost my ray ban's in the water "
4971,Gmorning twitts! Ready for the wknd.. But first off to work  T.G.I.F 
4972,@emmaroo i know 
4973,"@cosmicpolitan - no, first time "
4974,@ThriftyMamaB we have a lot of the same blogs that we visit  #crocsfeelgood02
4975,"@haynes_dave my life is a hangover, dave.  "
4976,I really want bread! Pb&amp;J. 
4977,i don't believe in wars...  but htey're beyond my control...i'm not god
4978,@the_apostate yes but it won't taste so good 
4979,"@ladyscene yeah, i know! i texted you, but you never answered.  anyways, let me know when you're free."
4980,mom's just bought a BEAUTIFUL pair of shoes from topshop!! aw i love my mommy  &lt;3
4981,is back in savannah ... it was nice to be away in albany ... but great to be back 
4982,I can't believe I'm up this early on a Saturday! (via @jasonmatheson) good morning! 
4983,did not know until about 2 hours ago that my sister is leaving tonight and not in 3 days. that was a quick goodbye. 
4984,he just fell asleep  how fucking cute &lt;3
4985,Off to take my daughter to her first social event with her high school &quot;big sister&quot;.    
4986,@paulineypies email my personal I miss your voice and face 
4987,"@richardmackney sorely tempted, it's a beautiful part of the world - enjoy "
4988,Can it cook for me?  http://news.bbc.co.uk/1/hi/technology/8046659.stm
4989,@super_muffy hope you're feelin' ok after your shots...I'm sure you were very brave &amp; took it like a poodle 
4990,@kim2539 SAYYAAAAANNNNGGG  OHWELL BILI KA NA LANG NG STRAWBERRY ICE CREAM :&gt; :&gt; ISANG GALLON!!!!! )
4991,"@labgrrl Wow well, I appreciate that "
4992,"To my friends from The Sims Online - http://tsostar.com will go down within a month, last chance to stroll memory lane. "
4993,"@mitchelmusso i hope everything is still going down cause me, @BreeRulezd00d, and @CHANTEL_NoDuhh are waiting in the rain "
4994,"chilis, ita good so far. won 1st place "
4995,heading to church 
4996,"off to bed - 5:30am in Paris, and I have to get up early-ish  zzzzzzzzz"
4997,"josh thomas makes me feel giddy, hehe. goodnight "
4998,"@McFLYFan_Katie Yeahh, that'll work  :L"
4999,@fnyc You've tapped into a deep seam there.  Could be gold 
5000,@ariannaxmychem *huggles Arianna in a giant super-hug back* how have you been? I've missed you 
5001,"@forcerdj On a lighter note though, 'CLSM - World in Union' is utterly fucking epic, as is the whole of the latest album really. "
5002,@dsearls I would but I can't DM you (you're not following)  Would love to learn about that though
5003,@tommcfly because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here 
5004,@LianneFarbes You're not missing much. Chrome is pretty good but if you have FireFox you are better off with that 
5005,@squeeze412 yeah i kno 
5006,@heidiheartshugs but I'm here and hungry! 
5007,chatting with my supertito  love him soooooo much
5008,Looks like another rainy day is upon us 
5009,@pollysells Great night to Party. Enjoying the spoils of a hard weeks work&lt;&lt;enjoy for me....I work  
5010,AHHHHHHHHHHH  MICHELLE IS SCARED OF GETTING SWINE FLU
5011,@akr93 oh  but its sooo gooooood.
5012,"I tried to watch Sin City, but only got halfway through. "
5013,thinks all life is sacred and precious!! and is saddened by what happened in Wichita this morning 
5014,Again... )))STRESSED((( 
5015,Going canoeing for fathers day! Miss my lola 
5016,@brotheradamdlm OK - you asked - #firstrecord was Matchstalk men and matchstalk cats and dogs by Brian and Michael 
5017,@starbucks mmmm. Coffee just starts my day off right  even the smell makes me smile!
5018,"@msdahlia Wow!!!! Well on the positive side.....Thats even more time to focus on your book, magazine and other biz ventures! "
5019,@kelliecobra  haha probably. he better like softdrink cause he aint getting no a-hol from me. haha.
5020,I am so tireedd. I missed Jody! I have to wait another week now 
5021,Hair type? And a couple other questions!  - The Long Hair ... http://u.mavrev.com/4iz6
5022,"i miss skype-ing with the two bimbos and syaf  soon, yes?"
5023,addicted to UNO cards Online! 
5024,Kayleigh is embarrsed as she fell off the computer chair and broke her fingernail haha i scared myself and Elise lol.. oops  â¥ xx
5025,like wow...how many times will I change my profile picture today...SERIOUSLY!! [Gosh I hate being lonely...its soooo boring!!  ]
5026,"@ehljay U know what? U were so goodie at dancing last night!! Smugg! Thankerly, sexy!  Miss u bigger!!"
5027,Got koi pond cleanout done today &amp; 2 winters of car salt stains &amp; vacuuming addressed. No tires or brakes tho' -ran out of time &amp; energy 
5028,Hi everyone ... I have just spent the past I don't know how many hours trying to set up a blog ... now come on it can't be that hard 
5029,@EmilyAllTimeLow awww  so you can't tell me how that blonde one dies.
5030,@MsCeMontgomery UGH!! 
5031,"Still terrfied.  Joe just seems snotty with cold, but never had anything quite like this to deal with.  lost my invulnerability in 2007 "
5032,@masqueradelife it's so wet tho 
5033,@goldymom being very productive. shocking right?  dad's coming 2nite ugh. 8 days! oh the agony!
5034,"@mercyming I'm sorry, Mercy  I hope you feel better soon."
5035,empezando a utilizar Twitter.. 
5036,Headache+stress+loss of motivation+worries about the house and buyers = 
5037,Im soo exhausted I feel sick  Cant do this Anymore
5038,off to tarpon springs for the day 
5039,@stewpatty Yeah...do we all in Robsten land 
5040,@SpeedTheSpartan welcome to my twitta hood 
5041,@BeeKhan you are too kind 
5042,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh"
5043,@KaseyLB Eat at Katz's Deli if you are in Manhattan  the line sometimes gets long though...
5044,"@endloopinc ugh I hate this change, it's a shame "
5045,"@omgitzdestineex yeah, its was like so unreal. aw that really stinks, i couldn't see anything at the conert either "
5046,At the mall 
5047,@mrsoshimbo i missed the episode  i get more into it ~Top 20 anyway
5048,"@anakindonesia Yes only if u read prev #Hanafiah books. if not, i assume ppl will just pass it "
5049,@85Lives oh hello! I've never used @Mr.Tweet before. Nice to meet you 
5050,"so sad!!! it's annoying! I read that lines, vines and trying times comes out on 26th June in Germany "
5051,"@Snowshadow where? obviously not in Portland, right. "
5052,saddness twt.fm doesn't have music from my favorite bands 
5053,"going to extoggery with mum, "
5054,my head hurts so bad 
5055,@TreezyZG &lt;&lt;---- WILL brb. HE HASN'T DOO-DOOED IN FOREVER LONG! 
5056,I guess I am waiting for @therealryanhiga 's new video... but with caek! 
5057,Graduation tomorrow.Im gonna miss my bitches especially @Megzakarockstar the one who gets my phone out of my pocket when my nails are wet 
5058,is goin into her last week of gym 
5059,@TheArtOfKaren I expect this from the Mets...but not from the Yankees.  Smile.
5060,@PlayboyMic awww  that was beautiful. Love that song. I'm about to send that to my mom.
5061,"@arielmariee aww what?? man i can't go!! ( my mom wants me to study for finals  dang, i wanna go!"
5062,missing someone and i think that person knows what i'm talking about 
5063,@MissLaura317 Haha mine too. Watching more Jon&amp;Kate stuff... depressing  I love their show but it's not the same now 
5064,"@Castle03 if you manage to get on the big screen, or a camera points to you, do something so i can see you "
5065,@NessaRenee waiting to see if that bum Cullgan calls me. He's wilding outtttttt! He wants to leave youtube 
5066,So lazy. Why does our school always have to be different. 
5067,Where are Pretzel Sticks when you want some? I know! Not in your pantry. 
5068,I really really want to be on Disney   
5069,"cant wait to see everyone tonight  dinner at my house tonight, be there or be square ;)"
5070,Our prayers to the family and friends of AirFrance passenger. 
5071,"Led out on the sun lounger with a cat who requires stroking, a history book which requires reading and all I want to do is sleep "
5072,Why is post from the US being SOOOOO SLOW recently? Suite Scarlett took two weeks to arrive and my threadless shirts still aren't here 
5073,"study, study and more study! gee right now my life is all about study "
5074,"@thekelliejane Woo, yay for new contacts! Nice pictures "
5075,Made my coffee this morning. It's next to the kettle. 6 miles away. 
5076,@abbeymcaneney its confusing and not pretty  . even twitter is pretty and you do that by txt!   -hjl
5077,I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!! 
5078,@JennLovesM5 enough to sneak me to LA?????     :: looking hopeful ::
5079,I need to play back to back dance songs to keep me awake. running on just 4 hours of sleep 
5080,About to Tweet more pics from Miranda's Sweet 16 party happening now!  Sorry about poor quality... iPhone takes bad pics in LOW LIGHT. 
5081,@ebassman Have a great show Ethan~ love how y'all tweeting us... makes me feel like I'm there 
5082,"@Cathedral_Web Ashes to Ashes is brilliant, we watch it on Iplayer in Lanza but through a UK hosted server  Have to catch up when home"
5083,"I keep trying to tell myself that the heartache will dissipate soon, but I am struggling  Laying down for a restorative nap..."
5084,@ludajuice I had all 4 taken at once too! It sucks  feel better soon!!
5085,Okay so we discovered that the videos template is there just not the clip... ill check tomorrow.. hope its funny  night - Nick
5086,"I really feel bad for those that have booked heaps of 5* tickets, and flights/accomodations etc... I really do   HUGS TO YOU GUYS!"
5087,@BefiBeez I need a good three pages more--- but that'll be easy  can you lower it an octave?
5088,HEY! It's @PaulaCasas KC is lame &amp; never plans on updating this so I might as well.. I believe she is at home.. PICKING HER NOSE 
5089,"@sofiesunshine awesome  i'm really looking forward to it, hope Ness is better though  bless her"
5090,Goodmorning got a busy day going to NY with my brother can not wait but i am sad i am leaving my mom and dad 
5091,@tennistweets LOL. people are still watching tennis. &lt;/3 i probably should care as well. 
5092,lunch then exercise then school na  http://plurk.com/p/rns7r
5093,@MzLaffy you are &amp; appreciate your quickness! 
5094,@brawngp_fanblog I was thinking more that FOTA become governing body  #maxout
5095,Stuck in traffic. Wish I had coffee 
5096,"I hate the rain, and its freezing cold! "
5097,@KayKay18 LOl why is everyone picking on chris? Pick on the guys! Don't care for Wes myself but I doubt Chris H will say anything.. 
5098,is going to take his driver's instruction permit some time next week. its about time i am getting my driver's license 
5099,I'm listening to &quot;Ready To Fall&quot; by Joey Fatone. He has a beautiful voice. I wish he would have sang more in NSYNC. 
5100,"@Jantunstill trouble is, Diversity and Flawless will split the vote, so think it will affect either winning "
5101,I know That would be the 1 thing I couldn't do without! @yurple67 @4ut I just didn't see a computer! 
5102,@chrishasboobs it is ! Or not we must wait and see 
5103,Going to wear my dress tomorrow 
5104,My mom just gave me a card that said happy 21st! I'm 20.  ha
5105,"i'm very, very sad! "
5106,#XboxE3 Xbox Live hmm...I might have to dust off my Facebook account. ;) Also ace for having twitter integrated. Where's Myspace? 
5107,"testing twitter, but don't find lot of friends. "
5108,@ work taking hour lunch 
5109,"Happy Birthday to my best friend, Michelle Wong. &lt;3 "
5110,back from gym! yeah!! 
5111,"@DanielleXP, get your but to the field "
5112,Looks like Ben and jerrys is gonna be the only bj I get today 
5113,"my friend is so upset with me, i'm so sad.. "
5114,Dang...I got sunburnt already today 
5115,Brand New MontBlanc Pen &amp; others at very good price. Msg me for details 
5116,ouchouchouch! sore head 
5117,@Primevalfans aw cool  and the woman who plays Morgana in Merlin is in it too
5118,"@ddlovato Haha, si, bueno es bueno ;) Hahah, yeah that /was/ right, Demi "
5119,@TomFelton ... Also thanks for wisedom teeth reassurance 
5120,@scottrmcgrew you sad? 
5121,Refreshing solutions 
5122,"Gymnast Shawn Johnson Put To Sleep After Breaking Leg  ..thats too bad, i liked her  - http://bkite.com/08DK0"
5123,at home. the roommate forgot to leave the door key for me so i have to wait in the living room 
5124,"- pulled out all the moves on the dance floor tonight: sprinkler, ho-down, lawn mower, robot..i rocked it. "
5125,"well, it was excactly like i though it would be, drive home the following morn, i thought i was a dream, quite proud of my bravery "
5126,stuck in bed  dont make me feel Guilty for being ill..
5127,@ItsChelseaStaub thank you Chels! you are awsome!! and stella! is very very funny!! lol! x] love! you rock! 
5128,"@XGraceStAcKX aww  its mega boring without u, nobody's online!! D:"
5129,finally got my net banking activated!!!!!   .............got lot of shopping to do
5130,@Nahtuhlee Why no sn... o. yeah... Sad day..... 
5131,"@DreamWorthy Ah! I LOVE Texas. Wyoming was horribly cold, UT was dry and jobless. CO is beautiful, but expensive. Texas feels like home. "
5132,@jamesbaines I missed you today  xxx
5133,@AshleyLTMSYF hi ashley! m so excited to see you girls here in the Philippines! I sooo love the PCD!! love lots! 
5134,Ugh! such an early wake-up call! 
5135,ouch!! tonsils hurt!! 
5136,Smokin with old friend's. 
5137,@redspiderfish Dunno' yet. Still working in the office. 
5138,says confused  http://plurk.com/p/111w0y
5139,@jaret2113 maybe you hate your new hair? 
5140,"At Ambers, gonna go straighten this mess, I'm trying to call hair. OH THE FUN I'M SURE TO HAVE  HAHA"
5141,@fallenaphrodite yes I do love you even though you totally stiffed me on our chat this afternoon!!~  Hahaha 
5142,"@Kmcdancer123 they're not going to have time haha, poor boys "
5143,Status: missing my wife. 
5144,@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!
5145,Be back later 
5146,hates this stubborn cold and cough that just won't seem to go away!! 
5147,Single parents=hard work but best rewards  (via @keza34)so very true! Lonely but so satisfying!
5148,@lisadoods not having a fabulous day today  Tuesdays are my least favourite day of the week and Thursdays my best (long story)...
